pincode,district_name,state_name,serviceable,city_name,city_lat,city_long,pincode_lat,pincode_long,distance
160001,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7535003,76.8057776,3.0
160002,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.6896247,76.7884713,4.0
160003,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.6738734,76.8000091,6.0
160003,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.6738734,76.8000091,6.0
160004,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.6582706,76.78558659999999,8.0
160005,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7350626,76.6933167,8.0
160009,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7466677,76.7942403,2.0
160011,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,59.20994200000001,39.898058,4198.0
160012,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7680494,76.782702,3.0
160014,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7776783,76.7394237,6.0
160015,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.750525300000003,76.7769324,1.0
160017,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7398339,76.782702,0.0
160018,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.733225399999995,76.787029,0.0
160019,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7303302,76.8000091,1.0
160020,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7213417,76.78125959999998,1.0
160022,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7267591,76.76539240000002,1.0
160022,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7267591,76.76539240000002,1.0
160023,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7396066,76.766835,1.0
160025,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7527177,76.7163359,6.0
160030,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.712206899999995,76.7884713,2.0
160036,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7325393,76.7394237,3.0
160036,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7325393,76.7394237,3.0
160036,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7325393,76.7394237,3.0
160047,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.699868100000003,76.750966,4.0
160047,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.699868100000003,76.750966,4.0
160101,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.7182961,76.82019759999999,4.0
160102,Chandigarh,CHANDIGARH,1,Chandigarh,30.7333148,76.7794179,30.684419899999995,76.82019759999999,6.0
201001,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6643697,77.4386429,1.0
201002,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.680592600000004,77.45872390000002,1.0
201002,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.680592600000004,77.45872390000002,1.0
201003,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.7450989,77.4128193,9.0
201003,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.7450989,77.4128193,9.0
201004,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.7033152,77.35229670000002,10.0
201005,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6798179,77.34351559999998,10.0
201009,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.615871,77.4415118,6.0
201009,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.615871,77.4415118,6.0
201010,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6609173,77.3410569,11.0
201010,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6609173,77.3410569,11.0
201011,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6689719,77.3292002,12.0
201012,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6505315,77.3525419,10.0
201013,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.684576,77.48597109999999,3.0
201013,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.684576,77.48597109999999,3.0
201014,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6438234,77.3726379,8.0
201014,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6438234,77.3726379,8.0
201015,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6766136,77.5390127,8.0
201016,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6294093,77.43290479999997,4.0
201016,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.6294093,77.43290479999997,4.0
201017,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.7039815,77.43290479999997,4.0
201102,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.7882613,77.2635038,22.0
201204,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.8497207,77.5504779,22.0
201206,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.809969,77.4931403,16.0
201206,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.809969,77.4931403,16.0
201302,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,31.032469,121.8556611,4270.0
245304,Ghaziabad,UTTAR PRADESH,1,Ghaziabad,28.6691565,77.45375779999998,28.7310152,77.6307018,18.0
201008,Gautam Buddha Nagar,UTTAR PRADESH,1,Noida,28.5355161,77.3910265,28.6015779,77.5963271,21.0
201008,Gautam Buddha Nagar,UTTAR PRADESH,1,Noida,28.5355161,77.3910265,28.6015779,77.5963271,21.0
