,actor,applicationid,from_status,substatuses,userid
0,avijit.mohanty,190,CREDIT_PENDING,"[""FOIR""]",675
1,sumalatha.thadimari,12723,INITIATED,"[""FOIR""]",95686
2,sumalatha.thadimari,43304,INITIATED,"[""FOIR"", ""POST_WRITTEN_OFF_SETTLED""]",369676
3,avijit.mohanty,43343,INITIATED,"[""FOIR""]",286157
4,prashanth.eswaramoorti,43394,INITIATED,"[""FOIR""]",292304
5,sumalatha.thadimari,43424,INITIATED,"[""FOIR"", ""OVERDUES"", ""CHEQUE_BOUNCES""]",398672
6,avijit.mohanty,43589,CREDIT_PENDING,"[""FOIR""]",221964
7,avijit.mohanty,43758,CREDIT_PENDING,"[""FOIR""]",241435
8,sumalatha.thadimari,43808,INITIATED,"[""FOIR"", ""OVERDUES""]",402478
9,priyanka.jain,43809,INITIATED,"[""FOIR""]",386889
10,vineeth.s,44194,INITIATED,"[""FOIR""]",406467
11,lakshmidevi.m,44300,INITIATED,"[""FOIR""]",297050
12,thirunaukkarasu.v,44486,CREDIT_PENDING,"[""FOIR""]",24238
13,avijit.mohanty,44779,CREDIT_PENDING,"[""FOIR""]",402303
14,lakshmidevi.m,45058,CREDIT_PENDING,"[""FOIR""]",68557
15,preetham.shetty,45229,INITIATED,"[""FOIR""]",251097
16,priyanka.jain,45523,INITIATED,"[""FOIR""]",422359
17,avijit.mohanty,45802,INITIATED,"[""FOIR""]",419771
18,avijit.mohanty,45897,CREDIT_PENDING,"[""FOIR""]",358207
19,pranjusha.periyambra,45952,INITIATED,"[""FOIR"", ""OVERDUES""]",240635
20,pranjusha.periyambra,46133,INITIATED,"[""FOIR""]",429218
21,avijit.mohanty,46169,CREDIT_PENDING,"[""FOIR""]",401630
22,pranjusha.periyambra,46469,INITIATED,"[""FOIR""]",2509
23,avijit.mohanty,46484,INITIATED,"[""FOIR""]",201390
24,preetham.shetty,46487,INITIATED,"[""MCA_NOT_FOUND""]",434280
25,pranjusha.periyambra,46530,INITIATED,"[""FOIR""]",24630
26,preetham.shetty,46546,INITIATED,"[""FOIR""]",434544
27,avijit.mohanty,46581,INITIATED,"[""FOIR""]",400115
28,pranjusha.periyambra,46641,INITIATED,"[""FOIR""]",413732
29,shreyas.r,46670,CREDIT_PENDING,"[""FOIR""]",390521
30,pranjusha.periyambra,46736,INITIATED,"[""FOIR""]",431258
31,prashanth.eswaramoorti,46841,INITIATED,"[""FOIR""]",438740
32,avijit.mohanty,46858,CREDIT_PENDING,"[""FOIR""]",436796
33,lakshmidevi.m,46860,CREDIT_PENDING,"[""FOIR""]",218668
34,sumalatha.thadimari,46909,INITIATED,"[""FOIR""]",420237
35,preetham.shetty,46914,INITIATED,"[""FOIR""]",20505
36,preetham.shetty,46943,INITIATED,"[""FOIR""]",174782
37,chandrakala.nb,46951,INITIATED,"[""FOIR""]",206551
38,namra.ruknuddin,47003,CREDIT_PENDING,"[""FOIR""]",73013
39,chandrakala.nb,47076,INITIATED,"[""MCA_NOT_FOUND""]",66083
40,avijit.mohanty,47114,CREDIT_PENDING,"[""MCA_NOT_FOUND""]",298519
41,preetham.shetty,47117,INITIATED,"[""FOIR""]",414166
42,namra.ruknuddin,47126,CREDIT_PENDING,"[""FOIR""]",437562
43,sumalatha.thadimari,47135,CREDIT_PENDING,"[""FOIR""]",439654
44,sumalatha.thadimari,47140,CREDIT_PENDING,"[""FOIR""]",441633
45,thirunaukkarasu.v,47158,CREDIT_PENDING,"[""FOIR""]",174515
46,chandrakala.nb,47159,INITIATED,"[""FOIR"", ""CHEQUE_BOUNCES""]",60972
47,anurag.prateek,47186,CREDIT_PENDING,"[""FOIR""]",437560
48,sumalatha.thadimari,47195,INITIATED,"[""FOIR""]",261045
49,preetham.shetty,47205,INITIATED,"[""FOIR""]",17182
50,namra.ruknuddin,47225,CREDIT_PENDING,"[""FOIR""]",443366
51,namra.ruknuddin,47227,CREDIT_PENDING,"[""FOIR""]",443414
52,avijit.mohanty,47233,CREDIT_PENDING,"[""FOIR""]",438754
53,sumalatha.thadimari,47238,CREDIT_PENDING,"[""FOIR""]",443457
54,preetham.shetty,47241,INITIATED,"[""FOIR""]",440708
55,pranjusha.periyambra,47244,INITIATED,"[""MCA_NOT_FOUND""]",111852
56,preetham.shetty,47253,INITIATED,"[""FOIR""]",438834
57,shreyas.r,47256,CREDIT_PENDING,"[""FOIR""]",440762
58,vineeth.s,47257,INITIATED,"[""MCA_NOT_FOUND""]",22247
59,siddharthan.l,47258,INITIATED,"[""FOIR""]",301317
60,sumalatha.thadimari,47291,CREDIT_PENDING,"[""FOIR""]",430185
61,preetham.shetty,47307,INITIATED,"[""MCA_NOT_FOUND""]",444150
62,sumalatha.thadimari,47327,CREDIT_PENDING,"[""FOIR""]",444261
63,preetham.shetty,47348,INITIATED,"[""MCA_NOT_FOUND""]",444390
64,preetham.shetty,47351,INITIATED,"[""MCA_NOT_FOUND""]",79431
65,anurag.prateek,47366,CREDIT_PENDING,"[""FOIR""]",444502
66,preetham.shetty,47372,INITIATED,"[""FOIR""]",394908
67,sumalatha.thadimari,47375,INITIATED,"[""FOIR""]",443702
68,sumalatha.thadimari,47381,INITIATED,"[""FOIR""]",387375
69,vineeth.s,47390,INITIATED,"[""MCA_NOT_FOUND""]",425436
70,sumalatha.thadimari,47393,INITIATED,"[""FOIR""]",99879
71,vineeth.s,47397,INCOMPLETE_INFO,"[""FOIR""]",403651
72,vineeth.s,47400,INITIATED,"[""FOIR""]",445451
73,vineeth.s,47418,INITIATED,"[""FOIR""]",443424
74,anurag.prateek,47463,CREDIT_PENDING,"[""FOIR""]",446127
75,vineeth.s,47464,INITIATED,"[""MCA_NOT_FOUND""]",444754
76,lakshmidevi.m,47473,INITIATED,"[""FOIR""]",86299
77,lakshmidevi.m,47488,INITIATED,"[""MCA_NOT_FOUND""]",439985
78,lakshmidevi.m,47489,INITIATED,"[""FOIR""]",439764
79,lakshmidevi.m,47490,INITIATED,"[""FOIR""]",444658
80,lakshmidevi.m,47492,INITIATED,"[""FOIR""]",446454
81,lakshmidevi.m,47494,INITIATED,"[""FOIR""]",438430
82,lakshmidevi.m,47497,INITIATED,"[""FOIR""]",71542
83,preetham.shetty,47507,INITIATED,"[""FOIR""]",48292
84,namra.ruknuddin,47520,CREDIT_PENDING,"[""FOIR""]",277738
85,preetham.shetty,47521,INITIATED,"[""FOIR""]",446847
86,sumalatha.thadimari,47525,INITIATED,"[""FOIR""]",152698
87,preetham.shetty,47527,INITIATED,"[""MCA_NOT_FOUND""]",60473
88,preetham.shetty,47536,INITIATED,"[""FOIR""]",446904
89,vineeth.s,47537,INITIATED,"[""MCA_NOT_FOUND""]",147389
90,vineeth.s,47539,INITIATED,"[""MCA_NOT_FOUND""]",305718
91,vineeth.s,47540,INITIATED,"[""MCA_NOT_FOUND""]",439508
92,avijit.mohanty,47541,INITIATED,"[""FOIR""]",429443
93,avijit.mohanty,47543,INITIATED,"[""FOIR""]",307716
94,avijit.mohanty,47546,INITIATED,"[""FOIR""]",447149
95,k.sowmith,47549,INITIATED,"[""MCA_NOT_FOUND""]",112021
96,k.sowmith,47550,INITIATED,"[""FOIR""]",352206
97,preetham.shetty,47558,INITIATED,"[""FOIR""]",446410
98,vineeth.s,47569,INITIATED,"[""MCA_NOT_FOUND""]",447525
99,sumalatha.thadimari,47572,INITIATED,"[""FOIR""]",427224
100,chandrakala.nb,47577,CREDIT_PENDING,"[""FOIR""]",92256
101,sumalatha.thadimari,47586,INITIATED,"[""FOIR""]",446196
102,sumalatha.thadimari,47587,INITIATED,"[""FOIR""]",307862
103,vineeth.s,47593,INITIATED,"[""FOIR""]",443731
104,vineeth.s,47594,INITIATED,"[""FOIR""]",80236
105,aparajita.bariyar,47600,INITIATED,"[""FOIR""]",443880
106,avijit.mohanty,47610,CREDIT_PENDING,"[""FOIR""]",382575
107,sumalatha.thadimari,47614,INITIATED,"[""FOIR""]",344778
108,sumalatha.thadimari,47616,INITIATED,"[""MCA_NOT_FOUND""]",445530
109,sumalatha.thadimari,47620,INITIATED,"[""FOIR""]",386548
110,sumalatha.thadimari,47621,INITIATED,"[""FOIR""]",448382
111,lakshmidevi.m,47623,INITIATED,"[""FOIR""]",447881
112,anurag.prateek,47634,INITIATED,"[""FOIR""]",43888
113,lakshmidevi.m,47635,INITIATED,"[""FOIR""]",448398
114,lakshmidevi.m,47639,INITIATED,"[""FOIR""]",448405
115,lakshmidevi.m,47640,INITIATED,"[""FOIR""]",448497
116,lakshmidevi.m,47641,INITIATED,"[""MCA_NOT_FOUND""]",448610
117,lakshmidevi.m,47644,INITIATED,"[""LLP_AND_PARTNERSHIP""]",404410
118,lakshmidevi.m,47645,INITIATED,"[""FOIR"", ""OVERDUES""]",442441
119,lakshmidevi.m,47646,INITIATED,"[""FOIR""]",444031
120,lakshmidevi.m,47647,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",448625
121,sumalatha.thadimari,47659,INITIATED,"[""MCA_NOT_FOUND""]",440325
122,sumalatha.thadimari,47667,INITIATED,"[""FOIR""]",96117
123,sumalatha.thadimari,47668,INITIATED,"[""FOIR""]",448713
124,sumalatha.thadimari,47669,INITIATED,"[""FOIR""]",117906
125,preetham.shetty,47671,INITIATED,"[""FOIR""]",101679
126,preetham.shetty,47685,INITIATED,"[""FOIR""]",444983
127,sumalatha.thadimari,47686,INITIATED,"[""FOIR""]",448802
128,preetham.shetty,47688,INITIATED,"[""SALARY_MODE"", ""MCA_NOT_FOUND""]",374023
129,sumalatha.thadimari,47702,INITIATED,"[""FOIR""]",46180
130,preetham.shetty,47713,INITIATED,"[""MCA_NOT_FOUND""]",432858
131,sumalatha.thadimari,47714,INITIATED,"[""MCA_NOT_FOUND""]",310289
132,sumalatha.thadimari,47715,INITIATED,"[""FOIR""]",445163
133,sumalatha.thadimari,47723,INITIATED,"[""FOIR""]",26921
134,prashanth.eswaramoorti,47742,INITIATED,"[""FOIR""]",439507
135,avijit.mohanty,47756,INITIATED,"[""FOIR""]",47030
136,saurabh.singh,47758,INITIATED,"[""FOIR""]",225717
137,preetham.shetty,47783,INITIATED,"[""FOIR""]",450190
138,preetham.shetty,47796,INITIATED,"[""LLP_AND_PARTNERSHIP""]",450448
139,preetham.shetty,47806,INITIATED,"[""MCA_NOT_FOUND""]",440171
140,sumalatha.thadimari,47818,INITIATED,"[""FOIR"", ""OVERDUES""]",450835
141,sumalatha.thadimari,47819,INITIATED,"[""MCA_NOT_FOUND""]",448397
142,sumalatha.thadimari,47823,INITIATED,"[""FOIR""]",450049
143,sumalatha.thadimari,47827,INITIATED,"[""FOIR""]",382436
144,sumalatha.thadimari,47828,INITIATED,"[""FOIR""]",449611
145,sumalatha.thadimari,47830,INITIATED,"[""FOIR""]",450544
146,sumalatha.thadimari,47831,INITIATED,"[""FOIR""]",36672
147,sumalatha.thadimari,47833,INITIATED,"[""FOIR""]",440105
148,sumalatha.thadimari,47835,INITIATED,"[""FOIR""]",451048
149,sumalatha.thadimari,47837,INITIATED,"[""FOIR""]",52302
150,sumalatha.thadimari,47840,INITIATED,"[""FOIR""]",451104
151,sumalatha.thadimari,47841,INITIATED,"[""FOIR"", ""OVERDUES""]",451114
152,siddharthan.l,47845,INITIATED,"[""FOIR""]",285326
153,sumalatha.thadimari,47852,INITIATED,"[""FOIR"", ""MCA_NOT_FOUND""]",451275
154,preetham.shetty,47871,INITIATED,"[""MCA_NOT_FOUND""]",204203
155,avijit.mohanty,47876,CREDIT_PENDING,"[""FOIR""]",95698
156,preetham.shetty,47887,INITIATED,"[""FOIR""]",451326
157,preetham.shetty,47889,INITIATED,"[""PROPRIETORSHIP""]",308818
158,preetham.shetty,47894,INITIATED,"[""FOIR""]",451867
159,prashanth.eswaramoorti,47916,INITIATED,"[""FOIR""]",450043
160,siddharthan.l,47936,INITIATED,"[""FOIR""]",450760
161,siddharthan.l,47937,INITIATED,"[""FOIR""]",123380
162,siddharthan.l,47940,INITIATED,"[""FOIR""]",375579
163,siddharthan.l,47944,INITIATED,"[""FOIR""]",452784
164,aparajita.bariyar,47947,INITIATED,"[""FOIR""]",76757
165,preetham.shetty,47948,INITIATED,"[""FOIR""]",450438
166,preetham.shetty,47952,INITIATED,"[""FOIR""]",442534
167,prashanth.eswaramoorti,47967,INITIATED,"[""FOIR"", ""OVERDUES""]",310529
168,prashanth.eswaramoorti,47970,INITIATED,"[""FOIR""]",452818
169,prashanth.eswaramoorti,47972,INITIATED,"[""PROPRIETORSHIP""]",450701
170,sumalatha.thadimari,47977,INITIATED,"[""FOIR""]",420587
171,preetham.shetty,48001,INITIATED,"[""MCA_NOT_FOUND""]",181109
172,preetham.shetty,48002,INITIATED,"[""FOIR""]",453672
173,lakshmidevi.m,48028,INITIATED,"[""FOIR""]",453670
174,prashanth.eswaramoorti,48029,INITIATED,"[""FOIR""]",25126
175,lakshmidevi.m,48031,INITIATED,"[""MCA_NOT_FOUND""]",446508
176,lakshmidevi.m,48032,INITIATED,"[""MCA_NOT_FOUND""]",418343
177,lakshmidevi.m,48037,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",447224
178,siddharthan.l,48044,INITIATED,"[""FOIR""]",35790
179,siddharthan.l,48049,INITIATED,"[""FOIR""]",447568
180,siddharthan.l,48050,INITIATED,"[""FOIR""]",453018
181,lakshmidevi.m,48069,INITIATED,"[""FOIR""]",450564
182,lakshmidevi.m,48071,INITIATED,"[""FOIR""]",384864
183,anurag.prateek,48087,CREDIT_PENDING,"[""FOIR"", ""OTHER""]",321877
184,prashanth.eswaramoorti,48104,INITIATED,"[""FOIR""]",29471
185,lakshmidevi.m,48105,INITIATED,"[""FOIR""]",452929
186,sumalatha.thadimari,48111,INITIATED,"[""FOIR""]",454557
187,lakshmidevi.m,48117,INITIATED,"[""FOIR""]",88393
188,lakshmidevi.m,48118,INITIATED,"[""FOIR""]",82672
189,prashanth.eswaramoorti,48122,INITIATED,"[""FOIR""]",47047
190,shreyas.r,48132,CREDIT_PENDING,"[""MCA_NOT_FOUND""]",100443
191,prashanth.eswaramoorti,48137,INITIATED,"[""PROPRIETORSHIP""]",99678
192,prashanth.eswaramoorti,48140,INITIATED,"[""FOIR""]",125560
193,prashanth.eswaramoorti,48141,INITIATED,"[""FOIR""]",134406
194,prashanth.eswaramoorti,48142,INITIATED,"[""PROPRIETORSHIP""]",436372
195,prashanth.eswaramoorti,48147,INITIATED,"[""FOIR""]",735
196,prashanth.eswaramoorti,48148,INITIATED,"[""FOIR""]",454788
197,anurag.prateek,48150,CREDIT_PENDING,"[""FOIR""]",454804
198,aparajita.bariyar,48151,INITIATED,"[""FOIR""]",120134
199,namra.ruknuddin,48179,CREDIT_PENDING,"[""PROPRIETORSHIP""]",440820
200,siddharthan.l,48182,INITIATED,"[""FOIR""]",455198
201,siddharthan.l,48185,INITIATED,"[""FOIR""]",411948
202,siddharthan.l,48188,INITIATED,"[""FOIR""]",455370
203,siddharthan.l,48189,INITIATED,"[""PROPRIETORSHIP""]",455122
204,shreyas.r,48205,CREDIT_PENDING,"[""FOIR""]",453512
205,siddharthan.l,48208,INITIATED,"[""FOIR""]",455681
206,siddharthan.l,48210,INITIATED,"[""FOIR""]",455722
207,siddharthan.l,48215,INITIATED,"[""FOIR""]",148980
208,siddharthan.l,48216,INITIATED,"[""FOIR""]",454434
209,siddharthan.l,48224,INITIATED,"[""FOIR"", ""CIBIL_MIN""]",41099
210,siddharthan.l,48234,INITIATED,"[""FOIR""]",456211
211,siddharthan.l,48235,INITIATED,"[""FOIR""]",348501
212,siddharthan.l,48236,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES"", ""CHEQUE_BOUNCES""]",450819
213,siddharthan.l,48237,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",109304
214,siddharthan.l,48239,INITIATED,"[""FOIR""]",435555
215,anurag.prateek,48248,INITIATED,"[""FOIR""]",157273
216,lakshmidevi.m,48251,INITIATED,"[""FOIR""]",423032
217,siddharthan.l,48252,INITIATED,"[""FOIR""]",409260
218,shreyas.r,48262,INITIATED,"[""FOIR""]",274627
219,shreyas.r,48272,INITIATED,"[""MCA_NOT_FOUND""]",453479
220,avijit.mohanty,48274,INITIATED,"[""FOIR"", ""OVERDUES""]",456853
221,avijit.mohanty,48279,INITIATED,"[""MULTIPLE_DEFAULTS"", ""MCA_NOT_FOUND""]",333980
222,anurag.prateek,48300,CREDIT_PENDING,"[""FOIR"", ""OTHER""]",457361
223,chandrakala.nb,48304,INITIATED,"[""FOIR""]",455392
224,chandrakala.nb,48305,INITIATED,"[""FOIR""]",420979
225,chandrakala.nb,48306,INITIATED,"[""FOIR""]",100388
226,chandrakala.nb,48319,CREDIT_PENDING,"[""FOIR""]",337088
227,lakshmidevi.m,48320,INITIATED,"[""MCA_NOT_FOUND""]",450078
228,lakshmidevi.m,48322,INITIATED,"[""FOIR""]",329675
229,lakshmidevi.m,48352,INITIATED,"[""FOIR""]",140981
230,lakshmidevi.m,48353,INITIATED,"[""FOIR""]",407490
231,lakshmidevi.m,48354,INITIATED,"[""FOIR""]",427019
232,lakshmidevi.m,48356,INITIATED,"[""FOIR""]",447602
233,lakshmidevi.m,48358,INITIATED,"[""MCA_NOT_FOUND""]",452549
234,sumalatha.thadimari,48372,INITIATED,"[""FOIR""]",437502
235,vineeth.s,48375,INITIATED,"[""FOIR""]",456141
236,avijit.mohanty,48381,CREDIT_PENDING,"[""FOIR""]",246659
237,vineeth.s,48394,INITIATED,"[""MCA_NOT_FOUND""]",448582
238,vineeth.s,48395,INITIATED,"[""SALARY_MODE"", ""MCA_NOT_FOUND""]",356176
239,sumalatha.thadimari,48401,INITIATED,"[""FOIR""]",75751
240,pranjusha.periyambra,48417,INITIATED,"[""FOIR""]",456150
241,aparajita.bariyar,48422,INITIATED,"[""FOIR""]",439697
242,pranjusha.periyambra,48423,INITIATED,"[""FOIR""]",439697
243,sumalatha.thadimari,48424,INITIATED,"[""FOIR""]",194282
244,pranjusha.periyambra,48425,INITIATED,"[""MCA_NOT_FOUND""]",443521
245,pranjusha.periyambra,48427,INITIATED,"[""MCA_NOT_FOUND""]",446022
246,prashanth.eswaramoorti,48450,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",456811
247,prashanth.eswaramoorti,48451,INITIATED,"[""MCA_NOT_FOUND""]",356848
248,prashanth.eswaramoorti,48469,INITIATED,"[""FOIR""]",454658
249,prashanth.eswaramoorti,48471,INITIATED,"[""FOIR""]",86452
250,anurag.prateek,48476,CREDIT_PENDING,"[""FOIR""]",334767
251,prashanth.eswaramoorti,48482,INITIATED,"[""MCA_NOT_FOUND""]",379643
252,namra.ruknuddin,48489,CREDIT_PENDING,"[""FOIR""]",450272
253,siddharthan.l,48500,INITIATED,"[""FOIR""]",239880
254,siddharthan.l,48507,INITIATED,"[""FOIR""]",453035
255,shreyas.r,48518,CREDIT_PENDING,"[""FOIR""]",324582
256,siddharthan.l,48519,INITIATED,"[""FOIR""]",110723
257,preetham.shetty,48531,INITIATED,"[""FOIR""]",65209
258,pranjusha.periyambra,48536,INITIATED,"[""FOIR""]",458876
259,pranjusha.periyambra,48538,INITIATED,"[""FOIR"", ""MCA_NOT_FOUND""]",353703
260,pranjusha.periyambra,48539,INITIATED,"[""MCA_NOT_FOUND"", ""CHEQUE_BOUNCES""]",75260
261,pranjusha.periyambra,48540,INITIATED,"[""SALARY_MIN"", ""MCA_NOT_FOUND""]",450659
262,pranjusha.periyambra,48546,INITIATED,"[""FOIR""]",398411
263,sumalatha.thadimari,48552,INITIATED,"[""WRITTEN_OFFS"", ""MCA_NOT_FOUND""]",344234
264,sumalatha.thadimari,48553,INITIATED,"[""FOIR""]",193286
265,namra.ruknuddin,48569,CREDIT_PENDING,"[""FOIR""]",436202
266,namra.ruknuddin,48578,CREDIT_PENDING,"[""FOIR""]",377522
267,lakshmidevi.m,48581,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",460054
268,siddharthan.l,48592,INITIATED,"[""MCA_NOT_FOUND""]",303104
269,siddharthan.l,48594,INITIATED,"[""FOIR""]",4409
270,siddharthan.l,48597,INITIATED,"[""FOIR""]",70418
271,vineeth.s,48611,INITIATED,"[""FOIR"", ""OVERDUES"", ""CHEQUE_BOUNCES""]",460592
272,lakshmidevi.m,48618,INITIATED,"[""FOIR""]",460648
273,vineeth.s,48619,INITIATED,"[""FOIR""]",344298
274,vineeth.s,48622,INITIATED,"[""FOIR""]",457337
275,pranjusha.periyambra,48642,INITIATED,"[""PROPRIETORSHIP""]",456537
276,pranjusha.periyambra,48645,INITIATED,"[""PROPRIETORSHIP""]",318661
277,pranjusha.periyambra,48650,INITIATED,"[""FOIR""]",460606
278,lakshmidevi.m,48666,INITIATED,"[""FOIR""]",427117
279,lakshmidevi.m,48667,INITIATED,"[""FOIR""]",460938
280,lakshmidevi.m,48673,INITIATED,"[""FOIR""]",83343
281,aparajita.bariyar,48695,INITIATED,"[""FOIR""]",460093
282,aparajita.bariyar,48705,INITIATED,"[""FOIR""]",455592
283,aparajita.bariyar,48708,INITIATED,"[""LLP_AND_PARTNERSHIP""]",461299
284,vineeth.s,48709,INITIATED,"[""FOIR""]",218087
285,aparajita.bariyar,48711,INITIATED,"[""FOIR""]",457630
286,thirunaukkarasu.v,48724,CREDIT_PENDING,"[""PROPRIETORSHIP""]",415449
287,aparajita.bariyar,48726,INITIATED,"[""FOIR""]",459823
288,pranjusha.periyambra,48727,INITIATED,"[""FOIR""]",359641
289,pranjusha.periyambra,48746,INITIATED,"[""FOIR""]",461163
290,pranjusha.periyambra,48747,INITIATED,"[""FOIR""]",330475
291,siddharthan.l,48771,INITIATED,"[""MCA_NOT_FOUND""]",461485
292,siddharthan.l,48772,INITIATED,"[""FOIR""]",84135
293,siddharthan.l,48773,INITIATED,"[""PROPRIETORSHIP""]",456
294,siddharthan.l,48776,INITIATED,"[""FOIR""]",61766
295,siddharthan.l,48778,INITIATED,"[""FOIR""]",63853
296,siddharthan.l,48780,INITIATED,"[""FOIR""]",429588
297,siddharthan.l,48781,INITIATED,"[""MCA_NOT_FOUND""]",287738
298,siddharthan.l,48786,INITIATED,"[""FOIR""]",230936
299,siddharthan.l,48791,INITIATED,"[""FOIR""]",458908
300,siddharthan.l,48792,INITIATED,"[""MCA_NOT_FOUND""]",437229
301,siddharthan.l,48830,INITIATED,"[""FOIR""]",462976
302,lakshmidevi.m,48837,INITIATED,"[""MCA_NOT_FOUND""]",445705
303,prashanth.eswaramoorti,48839,INITIATED,"[""PROPRIETORSHIP""]",458321
304,vineeth.s,48851,INITIATED,"[""MCA_NOT_FOUND""]",321282
305,sumalatha.thadimari,48852,INITIATED,"[""FOIR""]",462779
306,siddharthan.l,48867,INITIATED,"[""FOIR""]",461152
307,vineeth.s,48876,INITIATED,"[""MCA_NOT_FOUND""]",97467
308,vineeth.s,48878,INITIATED,"[""FOIR""]",408971
309,lakshmidevi.m,48886,INITIATED,"[""FOIR""]",302874
310,aparajita.bariyar,48890,INITIATED,"[""FOIR""]",391771
311,anurag.prateek,48899,CREDIT_PENDING,"[""FOIR""]",457896
312,pranjusha.periyambra,48902,INITIATED,"[""FOIR""]",84258
313,lakshmidevi.m,48904,INITIATED,"[""MCA_NOT_FOUND""]",463214
314,sumalatha.thadimari,48907,INITIATED,"[""FOIR""]",403923
315,sumalatha.thadimari,48908,INITIATED,"[""SALARY_MODE"", ""MCA_NOT_FOUND""]",460050
316,aparajita.bariyar,48914,INITIATED,"[""PROPRIETORSHIP""]",459403
317,aparajita.bariyar,48917,INITIATED,"[""LLP_AND_PARTNERSHIP""]",460723
318,sumalatha.thadimari,48961,INITIATED,"[""MCA_NOT_FOUND""]",461512
319,sumalatha.thadimari,48962,INITIATED,"[""FOIR""]",464382
320,aparajita.bariyar,48963,INITIATED,"[""FOIR""]",113597
321,sumalatha.thadimari,48964,INITIATED,"[""FOIR""]",464262
322,siddharthan.l,48982,INITIATED,"[""FOIR""]",461915
323,anurag.prateek,48987,CREDIT_PENDING,"[""FOIR""]",464661
324,siddharthan.l,48988,INITIATED,"[""FOIR""]",464488
325,preetham.shetty,48999,INITIATED,"[""MCA_NOT_FOUND""]",457159
326,preetham.shetty,49000,INITIATED,"[""FOIR""]",420937
327,preetham.shetty,49009,INITIATED,"[""PROPRIETORSHIP""]",464962
328,lakshmidevi.m,49012,INITIATED,"[""FOIR""]",287016
329,vineeth.s,49013,INITIATED,"[""FOIR""]",464785
330,pranjusha.periyambra,49032,INITIATED,"[""FOIR""]",160326
331,pranjusha.periyambra,49034,INITIATED,"[""FOIR"", ""OVERDUES""]",448389
332,preetham.shetty,49051,INITIATED,"[""FOIR""]",465705
333,preetham.shetty,49052,INITIATED,"[""FOIR""]",464047
334,pranjusha.periyambra,49081,INITIATED,"[""MCA_NOT_FOUND""]",465228
335,sumalatha.thadimari,49088,INITIATED,"[""FOIR""]",445658
336,sumalatha.thadimari,49089,INITIATED,"[""FOIR""]",464680
337,sumalatha.thadimari,49091,INITIATED,"[""FOIR""]",407705
338,sumalatha.thadimari,49093,INITIATED,"[""FOIR""]",302559
339,siddharthan.l,49095,INITIATED,"[""FOIR""]",463439
340,siddharthan.l,49100,INITIATED,"[""FOIR""]",446429
341,preetham.shetty,49102,INITIATED,"[""FOIR""]",383631
342,avijit.mohanty,49112,CREDIT_PENDING,"[""FOIR""]",466183
343,lakshmidevi.m,49116,INITIATED,"[""FOIR""]",50027
344,pranjusha.periyambra,49118,INITIATED,"[""FOIR""]",1766
345,sumalatha.thadimari,49119,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",466426
346,sumalatha.thadimari,49121,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",233807
347,sumalatha.thadimari,49122,INITIATED,"[""FOIR""]",454559
348,sumalatha.thadimari,49123,INITIATED,"[""FOIR""]",450816
349,pranjusha.periyambra,49138,INITIATED,"[""FOIR""]",117332
350,sumalatha.thadimari,49140,INITIATED,"[""MCA_NOT_FOUND""]",435271
351,sumalatha.thadimari,49144,INITIATED,"[""FOIR""]",466486
352,siddharthan.l,49150,INITIATED,"[""FOIR""]",56554
353,siddharthan.l,49151,INITIATED,"[""FOIR""]",205616
354,shreyas.r,49156,CREDIT_PENDING,"[""FOIR""]",466682
355,lakshmidevi.m,49160,INITIATED,"[""SALARY_MIN"", ""MCA_NOT_FOUND""]",455714
356,lakshmidevi.m,49161,INITIATED,"[""FOIR""]",156722
357,lakshmidevi.m,49162,INITIATED,"[""FOIR""]",277517
358,lakshmidevi.m,49164,INITIATED,"[""FOIR""]",461186
359,lakshmidevi.m,49165,INITIATED,"[""FOIR"", ""OVERDUES""]",466795
360,lakshmidevi.m,49169,INITIATED,"[""PROPRIETORSHIP""]",465962
361,lakshmidevi.m,49170,INITIATED,"[""FOIR""]",363724
362,lakshmidevi.m,49174,INITIATED,"[""MCA_NOT_FOUND""]",441587
363,lakshmidevi.m,49177,INITIATED,"[""MCA_NOT_FOUND""]",466703
364,lakshmidevi.m,49181,INITIATED,"[""FOIR""]",461546
365,lakshmidevi.m,49182,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",460396
366,lakshmidevi.m,49187,INITIATED,"[""FOIR""]",422140
367,aparajita.bariyar,49195,INITIATED,"[""LLP_AND_PARTNERSHIP""]",462668
368,lakshmidevi.m,49199,INITIATED,"[""FOIR""]",466338
369,lakshmidevi.m,49200,INITIATED,"[""FOIR""]",454227
370,prashanth.eswaramoorti,49201,INITIATED,"[""PROPRIETORSHIP""]",460441
371,pranjusha.periyambra,49228,INITIATED,"[""MCA_NOT_FOUND""]",467346
